gnd_id,protected_areas
"2127330",0
"2127210",0
"2127340",0.133359001075907
"2127275",0.00132064896970254
"2127265",0.745260028194123
"2127270",0.331647208742222
"2127245",0
"2127365",0.0607479710003813
"2127295",0
"2127380",0
"2127290",0
"2127375",0
"2127360",0.18529258936083
"2127370",0.337684875609587
"2127400",0.275111522526633
"2127385",0.387364717177808
"2127285",0
"2127280",0
"2127250",0
"2127255",0
"2127080",0.196296624899528
"2127085",0
"2127260",0
"2127090",0.348702560142565
"2127225",0
"2127300",0
"2127115",0
"2127125",0
"2127215",0
"2127305",0
"2127325",0
"2127350",0.320229862709353
"2127355",0.324735757855183
"2127320",0
"2127315",0
"2130155",0
"2130150",0
"2130260",0
"2130295",0
"2130265",0
"2130290",0
"2130270",0.0562755132323764
"2130275",0.501851649299118
"2130280",0.000220904457247047
"2130060",0.506457876414969
"2130245",0.033908145795471
"2130230",0
"2130320",0
"2130315",0
"5242140",0.173382779357432
"5242030",0
"5242015",0
"5242020",0
"5245025",0
"5245040",0
"5245045",0
"5245035",0
"5245050",0
"5245060",0
"5245055",0
"5245070",0
"5245065",0
"5245075",0
"5215005",0.515920111421841
"5215090",0.0384877693794773
"5230055",0
"5230060",0
"5230065",0
"5230080",0
"5230090",0
"5230105",0
"5230005",0
"5227025",0
"5227020",0
"5227015",0
"5227030",0
"5227035",0
"5227040",0
"5227055",0
"5227050",0
"5227045",0
"5216075",0
"5216060",0
"5216005",0
"5216050",0
"5216055",0
"5216070",0
"5216080",0
"5216045",0
"5216065",0
"5203065",0.404713782824217
"5203060",0
"5203055",0
"5203040",0
"5203035",0.243664227657015
"5203030",0
"7142055",0
"7142050",0
"7142045",0
"7142030",0
"7142020",0.0947518082501756
"7136095",0.00890045210259494
"7136015",0
"7136010",0.00316951658450909
"7136005",0.715904107770807
"7136025",0.239438640029724
"7136035",0
"7136050",0
"7136070",0
"7136085",0.000722551638728867
"1109085",0
"1109095",0
"1109080",0
"1109045",0
"1109025",0
"1109040",0
"1109035",0
"1109030",0
"1109010",0
"1109100",0
"1109105",0
"1109150",0
"1109145",0
"1109190",0
"1109225",0
"1109130",0
"1109065",0
"1206265",0
"1206210",0
"1206250",0
"1206230",0
"1206225",0
"1206205",0
"1206290",0
"1206295",0
"1206050",0
"1206090",0
"1218035",0.226020646221757
"1221090",0
"1203185",0
"1203180",0
"1203105",0
"1203075",0
"1203060",0
"1203025",0
"2130110",0
"2130090",0
"2130095",0
"2130220",0
"2130145",0
"2130115",0
"2130085",0
"2130080",0
"2130075",0
"2130070",0
"2130025",0
"2130015",0
"2130040",0.291919466422792
"2130035",0
"2130030",0
"2130045",0.150853267673216
"2130055",0.0832108539788729
"2130065",0.0590743115447702
"2130120",0.0500450174188577
"2130125",0.536402879798372
"2130130",0.232296009048611
"2130135",0.353391746328312
"2130225",0
"2115025",0.565780524919248
"2118015",0.817260820419811
"2118020",0.985301246461535
"2118005",0.950034982171674
"2154035",0
"2154030",0
"2133285",0
"2133290",0
"2112250",0
"2133405",0
"2133420",0
"2130020",0
"2133300",0
"2134145",0
"2124245",0
"2112160",0
"2112130",0
"2112235",0
"2112230",0
"2118180",0.982132149531953
"2136060",0
"2136085",0
"2136095",0
"2136435",0
"2136440",0
"2136430",0
"2136420",0
"2130190",0
"2130185",0
"2136425",0
"2136305",0
"2136220",0
"2136295",0
"2136375",0
"2136475",0
"2136205",0
"2136200",0
"2136325",0
"2106220",0
"2112135",0
"2109170",0
"2106285",0
"2109105",0
"2106050",0
"2106210",0
"2109045",0
"2109050",0
"2109100",0
"2139620",0
"2151030",0
"2139610",0
"2151025",0
"2103185",0
"2139430",0
"2130105",0
"2106215",0
"2154025",0
"2127390",0.701264395451764
"2106015",0
"2106010",0
"2106005",0
"2106025",0
"2106075",0
"2106030",0
"2106080",0
"2106100",0
"2106105",0
"2106110",0
"2106115",0
"2106120",0
"2103095",0
"2103025",0
"2103020",0
"2103015",0
"2103160",0
"2134005",0.0738312512369683
"2134020",0.344147973201673
"2134055",0
"2134060",0
"2134065",0
"2134070",0
"2134205",0
"2134200",0
"2134075",0
"2134210",0
"2134235",0
"2134220",0
"2136005",0
"2136170",0
"2136175",0
"2136180",0
"2136335",0
"2136330",0.145745265362953
"2157040",0.190723635026003
"2157100",0.194217510075174
"2157145",0.00207383974638303
"2121240",0.988904150722926
"2103220",0
"2103110",0
"2103230",0
"2103035",0
"2103030",0
"2109135",0
"2139155",0
"2139580",0
"2139250",0
"2115050",0.277951200379073
"2148090",0
"2148115",0
"5251045",0
"5251060",0.951594356328579
"5251010",0.623352784600657
"5245090",0.792723590070695
"5245105",0
"5245100",0
"5245030",0.624321721057416
"5245005",0
"5245010",0
"5245015",0
"5245020",0
"5245085",0.00109689121137984
"5245080",0
"5245095",0
"5242130",0
"5239040",0
"5236005",0
"5236010",0
"5236015",0
"5236115",0
"5236110",0
"5236105",0
"5236100",0
"5236125",0
"5236090",0
"5236095",0
"5236025",0
"5236045",0
"5236040",0
"5236030",0
"5236035",0
"5236135",0
"5236050",0
"5236080",0
"5236085",0
"5236140",0
"5236075",0
"5236055",0
"5236070",0
"5236060",0
"5236065",0
"5236020",0
"5233085",0
"5233140",0
"5233125",0
"5233135",0
"5233130",0
"5233070",0
"5233015",0
"5233075",0
"5233100",0
"5233095",0
"5233090",0
"5233150",0
"5233010",0
"5233105",0
"5233110",0
"5233120",0
"5233115",0
"5233145",0
"5230085",0
"5225080",0
"5221115",0
"5218250",0.00557205610108311
"5218180",0
"5218185",0
"5218215",0
"5212270",0.542078497268603
"5212255",0
