gnd_id,distance_roadways_motorway,distance_roadways_trunk,distance_roadways_primary,distance_roadways_secondary,distance_roadways_tertiary
"2127270",58299.8022753611,69.1561356089111,69.1561356089111,69.1561356089111,69.1561356089111
"2127245",59731.5753193807,1114.75568126588,1114.75568126588,19.1026762878297,19.1026762878297
"2127365",57806.5466095052,0,0,0,0
"2127295",58436.9894909827,0,0,0,0
"2127380",56715.3717609079,0,0,0,0
"2127290",58167.1717460052,0,0,0,0
"2127375",57222.5715895359,0,0,0,0
"2127360",56277.8252463555,0,0,0,0
"2127370",55734.3987035866,0,0,0,0
"2127400",54322.2747893606,510.466567126883,510.466567126883,92.8600134476836,92.8600134476836
"2127385",55159.4446321779,1520.91438869772,1520.91438869772,1520.91438869772,0
"2127285",58551.8175021182,0,0,0,0
"2127280",58612.1361211504,13.4106089018163,13.4106089018163,13.4106089018163,13.4106089018163
"2127250",59734.7904296457,1088.39558382647,1088.39558382647,0,0
"2127255",58704.6846360128,21.1052389868513,21.1052389868513,0,0
"2127080",60098.9535354711,0,0,0,0
"2127085",60479.3332151444,392.712560254572,392.712560254572,392.712560254572,0
"2127260",58486.3294020412,0,0,0,0
"2127090",59525.0589260174,0,0,0,0
"2127225",59958.76653158,1154.57446844397,1154.57446844397,1154.57446844397,0
"2127300",60169.988512871,1007.91404646028,1007.91404646028,1007.91404646028,132.469113579836
"2127115",60602.9866971114,1827.67787955317,1827.67787955317,0,0
"2127125",61627.3632242212,2504.71970560411,2504.71970560411,0,0
"2127215",61533.6652739024,1723.97097527473,1723.97097527473,378.688400578381,30.2306902492903
"2127305",60401.3294978513,1111.49870327737,1111.49870327737,695.106000254755,302.245766853033
"2127325",60513.9170655488,218.718199966429,218.718199966429,0,0
"2127350",59076.3458641626,0,0,0,0
"2127355",57670.1933336936,0,0,0,0
"2127320",60394.8563786686,617.928051840494,617.928051840494,90.525156698823,90.525156698823
"2127315",59339.9909541713,0,0,0,0
"2130155",61897.980308125,21.0428840967838,21.0428840967838,0,0
"2130150",62978.377350514,0,0,0,0
"2130260",57847.3578110882,1410.41924705162,1410.41924705162,0,0
"2130295",57031.8100667967,2039.26325944576,2039.26325944576,0,0
"2130265",58130.3161122517,821.574770340785,821.574770340785,0,0
"2130290",56676.4829225005,2134.79294373157,2134.79294373157,65.0550229979623,65.0550229979623
"2130270",57740.8346065727,624.858728668685,624.858728668685,109.868530754951,38.2402435331719
"2130275",54665.1952218105,523.663592417832,523.663592417832,0,0
"2130280",54484.5694244577,1506.12435498384,1506.12435498384,40.2785011033794,0
"2130060",63791.8659768333,0,0,0,0
"2130245",59477.7429366219,494.709146495946,494.709146495946,0,0
"2130230",61185.7471719713,253.814413731896,253.814413731896,0,0
"2130320",58517.2317166153,633.329239832146,633.329239832146,0,0
"2130315",58856.6460372263,270.555678523391,196.594151260536,0,0
"5242140",87103.6563964541,5368.92602648242,5368.92602648242,3660.10191032899,0
"5242030",88471.03599858,0,0,0,0
"5242015",91937.6229008352,397.806554302272,397.806554302272,0,0
"5242020",87889.6135190878,360.962976598199,360.962976598199,0,0
"5245025",101705.898744433,0,0,0,0
"5245040",103015.545157856,0,0,0,0
"5245045",103027.07943228,0,0,0,0
"5245035",101463.156612705,0,0,0,0
"5245050",100290.114840681,158.973490185763,158.973490185763,158.973490185763,158.973490185763
"5245060",102182.237451801,0,0,0,0
"5245055",102782.909940019,0,0,0,0
"5245070",101479.058136399,0,0,0,0
"5245065",102095.72382202,0,0,0,0
"5245075",101114.440338902,0,0,0,0
"5215005",79629.6330583681,11622.8789334708,0,0,0
